1681324200,0,45
1681324500,0,66
1681324800,0,53
1681325100,0,71
1681325400,0,98
1681325700,0,90
1681326000,0,79
1681326300,0,68
1681326600,0,58
1681326900,0,77
1681327200,0,62
1681327500,0,54
1681327800,0,77
1681328100,0,76
1681328400,0,45
1681328700,0,34
1681329000,0,29
1681329300,0,27
1681329600,0,7
1681329900,0,28
1681330200,0,47
1681330500,0,54
1681330800,0,71
1681331100,0,64
1681331400,0,53
1681331700,0,46
1681332000,0,72
1681332300,0,79
1681332600,0,60
1681332900,0,54
1681333200,0,39
1681333500,0,23
1681333800,0,14
1681334100,0,38
1681334400,0,71
1681334700,0,80
1681335000,0,62
1681335300,0,59
1681335600,0,43
1681335900,0,34
1681336200,0,16
1681336500,0,11
1681336800,0,19
1681337100,0,99
1681337400,0,81
1681337700,0,78
1681338000,0,51
1681338300,0,37
1681338600,0,33
1681338900,0,32
1681339200,0,35
1681339500,0,40
1681339800,0,45
1681340100,0,51
1681340400,0,66
1681340700,0,63
1681341000,0,68
1681341300,0,88
1681341600,0,80
1681341900,0,85
1681342200,0,66
1681342500,0,61
1681342800,0,30
1681343100,0,22
1681343400,0,23
1681343700,0,64
1681344000,0,79
1681344300,0,67
1681344600,0,46
1681344900,0,75
1681345200,0,54
1681345500,0,39
1681345800,0,36
1681346100,0,37
1681346400,0,40
1681346700,0,39
1681347000,0,47
1681347300,0,65
1681347600,0,69
1681347900,0,59
1681348200,0,38
1681348500,0,38
1681348800,0,41
1681349100,0,37
1681349400,0,45
1681349700,0,64
1681350000,0,61
1681350300,0,61
1681350600,0,52
1681350900,0,71
1681351200,0,90
1681351500,0,71
1681351800,0,75
1681352100,0,61
1681352400,0,63
1681352700,0,13
1681353000,0,32
1681353300,0,69
1681353600,0,64
1681353900,0,82
1681354200,0,67
1681354500,0,31
1681354800,0,25
1681355100,0,22
1681355400,0,25
1681355700,0,29
1681356000,0,55
1681356300,0,83
1681356600,0,69
1681356900,0,61
1681357200,0,58
1681357500,0,47
1681357800,0,46
1681358100,0,24
1681358400,0,46
1681358700,0,48
1681359000,0,64
1681359300,0,81
1681359600,0,64
1681359900,0,51
1681360200,0,99
1681360500,0,86
1681360800,0,76
1681361100,0,66
1681361400,0,31
1681361700,0,26
1681362000,0,26
1681362300,0,12
1681362600,0,101
1681362900,0,88
1681363200,0,77
1681363500,0,68
1681363800,0,59
1681364100,0,73
1681364400,0,31
1681364700,0,34
1681365000,0,49
1681365300,0,77
1681365600,0,70
1681365900,0,35
1681366200,0,30
1681366500,0,28
1681366800,0,10
1681367100,0,107
1681367400,0,90
1681367700,0,78
1681368000,0,72
1681368300,0,38
1681368600,0,32
1681368900,0,30
1681369200,0,11
1681369500,0,26
1681369800,0,91
1681370100,0,80
1681370400,0,74
1681370700,0,41
1681371000,0,34
1681371300,0,15
1681371600,0,12
1681371900,0,96
1681372200,0,91
1681372500,0,82
1681372800,0,76
1681373100,0,45
1681373400,0,36
1681373700,0,33
1681374000,0,13
1681374300,0,22
1681374600,0,89
1681374900,0,77
1681375200,0,78
1681375500,0,56
1681375800,0,38
1681376100,0,34
1681376400,0,14
1681376700,0,20
1681377000,0,83
1681377300,0,75
1681377600,0,80
1681377900,0,60
1681378200,0,42
1681378500,0,20
1681378800,0,16
1681379100,0,1
1681379400,0,68
1681379700,0,72
1681380000,0,81
1681380300,0,73
1681380600,0,47
1681380900,0,38
1681381200,0,18
1681381500,0,20
1681381800,0,30
1681382100,0,68
1681382400,0,67
1681382700,0,75
1681383000,0,66
1681383300,0,41
1681383600,0,38
1681383900,0,20
1681384200,0,18
1681384500,0,62
1681384800,0,85
1681385100,0,67
1681385400,0,33
1681385700,0,26
1681386000,0,19
1681386300,0,4
1681386600,0,5
1681386900,0,92
1681387200,0,72
1681387500,0,37
1681387800,0,69
1681388100,0,45
1681388400,0,46
1681388700,0,84
1681389000,0,71
1681389300,0,73
1681389600,0,36
1681389900,0,66
1681390200,0,54
1681390500,0,47
1681390800,0,44
1681391100,0,27
1681391400,0,35
1681391700,0,56
1681392000,0,60
1681392300,0,72
1681392600,0,63
1681392900,0,80
1681393200,0,64
1681393500,0,73
1681393800,0,52
1681394100,0,58
1681394400,0,58
1681394700,0,65
1681395000,0,54
1681395300,0,39
1681395600,0,91
1681395900,0,76
1681396200,0,76
1681396500,0,69
1681396800,0,64
1681397100,0,61
1681397400,0,54
1681397700,0,99
1681398000,0,71
1681398300,0,57
1681398600,0,67
1681398900,0,55
1681399200,0,17
1681399500,0,48
1681399800,0,51
1681400100,0,60
1681400400,0,56
1681400700,0,43
1681401000,0,34
1681401300,0,51
1681401600,0,36
1681401900,0,42
1681402200,0,47
1681402500,0,50
1681402800,0,51
1681403100,0,54
1681403400,0,63
1681403700,0,72
1681404000,0,78
1681404300,0,57
1681404600,0,62
1681404900,0,65
1681405200,0,54
1681405500,0,8
1681405800,0,22
1681406100,0,97
1681406400,0,82
1681406700,0,72
1681407000,0,65
1681407300,0,55
1681407600,0,44
1681407900,0,71
1681408200,0,61
1681408500,0,62
1681408800,0,59
1681409100,0,44
1681409400,0,25
1681409700,0,17
1681410000,0,11
1681410300,0,18
1681324200,1,35
1681324500,1,47
1681324800,1,73
1681325100,1,66
1681325400,1,62
1681325700,1,52
1681326000,1,58
1681326300,1,63
1681326600,1,65
1681326900,1,64
1681327200,1,59
1681327500,1,29
1681327800,1,21
1681328100,1,15
1681328400,1,18
1681328700,1,93
1681329000,1,85
1681329300,1,82
1681329600,1,62
1681329900,1,45
1681330200,1,22
1681330500,1,16
1681330800,1,12
1681331100,1,78
1681331400,1,87
1681331700,1,67
1681332000,1,64
1681332300,1,55
1681332600,1,24
1681332900,1,23
1681333200,1,10
1681333500,1,0
1681333800,1,68
1681334100,1,86
1681334400,1,78
1681334700,1,69
1681335000,1,60
1681335300,1,38
1681335600,1,38
1681335900,1,25
1681336200,1,36
1681336500,1,66
1681336800,1,64
1681337100,1,61
1681337400,1,56
1681337700,1,39
1681338000,1,63
1681338300,1,69
1681338600,1,90
1681338900,1,70
1681339200,1,39
1681339500,1,30
1681339800,1,24
1681340100,1,11
1681340400,1,66
1681340700,1,89
1681341000,1,73
1681341300,1,72
1681341600,1,67
1681341900,1,32
1681342200,1,25
1681342500,1,13
1681342800,1,61
1681343100,1,87
1681343400,1,73
1681343700,1,74
1681344000,1,46
1681344300,1,34
1681344600,1,27
1681344900,1,24
1681345200,1,2
1681345500,1,18
1681345800,1,96
1681346100,1,86
1681346400,1,71
1681346700,1,65
1681347000,1,29
1681347300,1,25
1681347600,1,4
1681347900,1,13
1681348200,1,43
1681348500,1,87
1681348800,1,76
1681349100,1,67
1681349400,1,56
1681349700,1,27
1681350000,1,26
1681350300,1,11
1681350600,1,102
1681350900,1,89
1681351200,1,75
1681351500,1,69
1681351800,1,60
1681352100,1,28
1681352400,1,27
1681352700,1,10
1681353000,1,32
1681353300,1,90
1681353600,1,78
1681353900,1,71
1681354200,1,62
1681354500,1,42
1681354800,1,50
1681355100,1,74
1681355400,1,61
1681355700,1,60
1681356000,1,53
1681356300,1,30
1681356600,1,22
1681356900,1,34
1681357200,1,38
1681357500,1,74
1681357800,1,81
1681358100,1,62
1681358400,1,42
1681358700,1,32
1681359000,1,23
1681359300,1,32
1681359600,1,61
1681359900,1,73
1681360200,1,63
1681360500,1,64
1681360800,1,61
1681361100,1,33
1681361400,1,25
1681361700,1,30
1681362000,1,26
1681362300,1,71
1681362600,1,64
1681362900,1,65
1681363200,1,64
1681363500,1,35
1681363800,1,27
1681364100,1,29
1681364400,1,57
1681364700,1,69
1681365000,1,64
1681365300,1,67
1681365600,1,66
1681365900,1,37
1681366200,1,28
1681366500,1,21
1681366800,1,20
1681367100,1,3
1681367400,1,82
1681367700,1,87
1681368000,1,68
1681368300,1,39
1681368600,1,30
1681368900,1,23
1681369200,1,19
1681369500,1,2
1681369800,1,36
1681370100,1,89
1681370400,1,69
1681370700,1,66
1681371000,1,57
1681371300,1,24
1681371600,1,19
1681371900,1,20
1681372200,1,12
1681372500,1,61
1681372800,1,86
1681373100,1,77
1681373400,1,61
1681373700,1,59
1681374000,1,40
1681374300,1,68
1681374600,1,68
1681374900,1,72
1681375200,1,78
1681375500,1,70
1681375800,1,61
1681376100,1,43
1681376400,1,42
1681376700,1,44
1681377000,1,36
1681377300,1,44
1681377600,1,48
1681377900,1,59
1681378200,1,55
1681378500,1,55
1681378800,1,64
1681379100,1,71
1681379400,1,44
1681379700,1,81
1681380000,1,68
1681380300,1,32
1681380600,1,26
1681380900,1,11
1681381200,1,1
1681381500,1,92
1681381800,1,94
1681382100,1,75
1681382400,1,70
1681382700,1,34
1681383000,1,28
1681383300,1,12
1681383600,1,4
1681383900,1,89
1681384200,1,97
1681384500,1,77
1681384800,1,66
1681385100,1,66
1681385400,1,33
1681385700,1,61
1681386000,1,54
1681386300,1,57
1681386600,1,57
1681386900,1,73
1681387200,1,39
1681387500,1,38
1681387800,1,41
1681388100,1,68
1681388400,1,77
1681388700,1,60
1681389000,1,57
1681389300,1,44
1681389600,1,27
1681389900,1,18
1681390200,1,37
1681390500,1,67
1681390800,1,77
1681391100,1,61
1681391400,1,60
1681391700,1,26
1681392000,1,41
1681392300,1,41
1681392600,1,44
1681392900,1,53
1681393200,1,43
1681393500,1,34
1681393800,1,44
1681394100,1,46
1681394400,1,55
1681394700,1,79
1681395000,1,72
1681395300,1,74
1681395600,1,67
1681395900,1,65
1681396200,1,59
1681396500,1,55
1681396800,1,66
1681397100,1,22
1681397400,1,75
1681397700,1,55
1681398000,1,67
1681398300,1,31
1681398600,1,26
1681398900,1,7
1681399200,1,67
1681399500,1,98
1681399800,1,76
1681400100,1,75
1681400400,1,43
1681400700,1,33
1681401000,1,20
1681401300,1,10
1681401600,1,59
1681401900,1,72
1681402200,1,77
1681402500,1,54
1681402800,1,37
1681403100,1,63
1681403400,1,29
1681403700,1,27
1681404000,1,29
1681404300,1,24
1681404600,1,45
1681404900,1,81
1681405200,1,73
1681405500,1,65
1681405800,1,40
1681406100,1,92
1681406400,1,57
1681406700,1,35
1681407000,1,52
1681407300,1,73
1681407600,1,65
1681407900,1,56
1681408200,1,66
1681408500,1,70
1681408800,1,61
1681409100,1,62
1681409400,1,60
1681409700,1,34
1681410000,1,37
1681410300,1,33
1681324200,2,58
1681324500,2,69
1681324800,2,62
1681325100,2,64
1681325400,2,57
1681325700,2,55
1681326000,2,38
1681326300,2,19
1681326600,2,13
1681326900,2,29
1681327200,2,79
1681327500,2,65
1681327800,2,64
1681328100,2,59
1681328400,2,29
1681328700,2,21
1681329000,2,25
1681329300,2,64
1681329600,2,63
1681329900,2,66
1681330200,2,66
1681330500,2,41
1681330800,2,31
1681331100,2,31
1681331400,2,24
1681331700,2,13
1681332000,2,77
1681332300,2,67
1681332600,2,68
1681332900,2,44
1681333200,2,33
1681333500,2,30
1681333800,2,23
1681334100,2,59
1681334400,2,63
1681334700,2,68
1681335000,2,38
1681335300,2,65
1681335600,2,61
1681335900,2,60
1681336200,2,51
1681336500,2,62
1681336800,2,68
1681337100,2,8
1681337400,2,49
1681337700,2,51
1681338000,2,56
1681338300,2,103
1681338600,2,63
1681338900,2,68
1681339200,2,31
1681339500,2,71
1681339800,2,39
1681340100,2,30
1681340400,2,24
1681340700,2,12
1681341000,2,64
1681341300,2,88
1681341600,2,72
1681341900,2,46
1681342200,2,74
1681342500,2,60
1681342800,2,26
1681343100,2,22
1681343400,2,0
1681343700,2,23
1681344000,2,53
1681344300,2,85
1681344600,2,75
1681344900,2,63
1681345200,2,36
1681345500,2,31
1681345800,2,40
1681346100,2,97
1681346400,2,75
1681346700,2,69
1681347000,2,65
1681347300,2,38
1681347600,2,59
1681347900,2,14
1681348200,2,74
1681348500,2,77
1681348800,2,42
1681349100,2,57
1681349400,2,52
1681349700,2,41
1681350000,2,51
1681350300,2,56
1681350600,2,57
1681350900,2,37
1681351200,2,69
1681351500,2,62
1681351800,2,18
1681352100,2,53
1681352400,2,70
1681352700,2,91
1681353000,2,78
